Файл	C:\Documents and Settings\Center\Рабочий стол\Изгиб_08.11.22\Иост_2.rez
173.20	5.647	2.1300E+0
173.30	5.650	2.1200E+0
173.40	5.653	2.1300E+0
173.50	5.657	2.1300E+0
173.60	5.660	2.1300E+0
173.70	5.663	2.1300E+0
173.80	5.666	2.1300E+0
173.90	5.670	2.1300E+0
174.00	5.673	2.1300E+0
174.10	5.676	2.1300E+0
174.20	5.680	2.1300E+0
174.30	5.683	2.1300E+0
174.40	5.686	2.1200E+0
174.50	5.689	2.1300E+0
174.60	5.693	2.1300E+0
174.70	5.696	2.1300E+0
174.80	5.699	2.1300E+0
174.90	5.703	2.1300E+0
175.00	5.706	2.1300E+0
175.10	5.709	2.1300E+0
175.20	5.712	2.1200E+0
175.30	5.716	2.1300E+0
175.40	5.719	2.1200E+0
175.50	5.723	2.1400E+0
175.60	5.726	2.1300E+0
175.70	5.729	2.1300E+0
175.80	5.732	2.1300E+0
175.90	5.736	2.1300E+0
176.00	5.739	2.1300E+0
176.10	5.742	2.1200E+0
176.20	5.746	2.1300E+0
176.30	5.749	2.1300E+0
176.40	5.752	2.1200E+0
176.50	5.756	2.1300E+0
176.60	5.759	2.1300E+0
176.70	5.762	2.1300E+0
176.80	5.765	2.1300E+0
176.90	5.769	2.1300E+0
177.00	5.772	2.1300E+0
177.10	5.776	2.1300E+0
177.20	5.779	2.1300E+0
177.30	5.782	2.1300E+0
177.40	5.786	2.1200E+0
177.50	5.789	2.1200E+0
177.60	5.792	2.1300E+0
177.70	5.796	2.1200E+0
177.80	5.799	2.1200E+0
177.90	5.802	2.1300E+0
178.00	5.806	2.1300E+0
178.10	5.809	2.1200E+0
178.20	5.812	2.1200E+0
178.30	5.816	2.1200E+0
178.40	5.819	2.1200E+0
178.50	5.822	2.1200E+0
178.60	5.825	2.1300E+0
178.70	5.829	2.1200E+0
178.80	5.832	2.1200E+0
178.90	5.835	2.1300E+0
179.00	5.839	2.1200E+0
179.10	5.842	2.1200E+0
179.20	5.845	2.1200E+0
179.30	5.848	2.1200E+0
179.40	5.852	2.1200E+0
179.50	5.855	2.1200E+0
179.60	5.858	2.1200E+0
179.70	5.861	2.1200E+0
179.80	5.865	2.1200E+0
179.90	5.868	2.1200E+0
180.00	5.871	2.1200E+0
180.10	5.874	2.1200E+0
180.20	5.877	2.1300E+0
180.30	5.881	2.1300E+0
180.40	5.884	2.1200E+0
180.50	5.887	2.1200E+0
180.60	5.891	2.1200E+0
180.70	5.894	2.1200E+0
180.80	5.897	2.1200E+0
180.90	5.901	2.1200E+0
181.00	5.904	2.1200E+0
181.10	5.907	2.1200E+0
181.20	5.911	2.1200E+0
181.30	5.914	2.1100E+0
181.40	5.917	2.1200E+0
181.50	5.920	2.1100E+0
181.60	5.924	2.1200E+0
181.70	5.927	2.1200E+0
181.80	5.930	2.1100E+0
181.90	5.933	2.1200E+0
182.00	5.937	2.1200E+0
182.10	5.940	2.1100E+0
182.20	5.943	2.1200E+0
182.30	5.947	2.1100E+0
182.40	5.950	2.1200E+0
182.50	5.953	2.1200E+0
182.60	5.957	2.1200E+0
182.70	5.960	2.1200E+0
182.80	5.963	2.1100E+0
182.90	5.967	2.1200E+0
183.00	5.970	2.1200E+0
183.10	5.974	2.1200E+0
183.20	5.977	2.1200E+0
183.30	5.980	2.1200E+0
183.40	5.984	2.1100E+0
183.50	5.987	2.1200E+0
183.60	5.991	2.1100E+0
183.70	5.994	2.1200E+0
183.80	5.997	2.1200E+0
183.90	6.001	2.1200E+0
184.00	6.004	2.1200E+0
184.10	6.007	2.1200E+0
184.20	6.011	2.1200E+0
184.30	6.014	2.1100E+0
184.40	6.017	2.1100E+0
184.50	6.021	2.1200E+0
184.60	6.024	2.1200E+0
184.70	6.027	2.1200E+0
184.80	6.031	2.1100E+0
184.90	6.034	2.1100E+0
185.00	6.037	2.1100E+0
185.10	6.041	2.1100E+0
185.20	6.044	2.1200E+0
185.30	6.047	2.1200E+0
185.40	6.051	2.1100E+0
185.50	6.054	2.1100E+0
185.60	6.057	2.1000E+0
185.70	6.061	2.1100E+0
185.80	6.064	2.1100E+0
185.90	6.068	2.1100E+0
186.00	6.071	2.1200E+0
186.10	6.074	2.1100E+0
186.20	6.077	2.1100E+0
186.30	6.081	2.1100E+0
186.40	6.084	2.1100E+0
186.50	6.088	2.1100E+0
186.60	6.091	2.1200E+0
186.70	6.094	2.1200E+0
186.80	6.098	2.1100E+0
186.90	6.101	2.1000E+0
187.00	6.104	2.1100E+0
187.10	6.108	2.1100E+0
187.20	6.111	2.1000E+0
187.30	6.114	2.1100E+0
187.40	6.117	2.1000E+0
187.50	6.121	2.1100E+0
187.60	6.124	2.1100E+0
187.70	6.128	2.1100E+0
187.80	6.131	2.1100E+0
187.90	6.134	2.1100E+0
188.00	6.138	2.1100E+0
188.10	6.141	2.1100E+0
188.20	6.144	2.1100E+0
188.30	6.148	2.1100E+0
188.40	6.151	2.1100E+0
188.50	6.154	2.1100E+0
188.60	6.158	2.1000E+0
188.70	6.161	2.1100E+0
188.80	6.164	2.1000E+0
188.90	6.168	2.1100E+0
189.00	6.171	2.1100E+0
189.10	6.174	2.1100E+0
189.20	6.178	2.1000E+0
189.30	6.181	2.1100E+0
189.40	6.184	2.1100E+0
189.50	6.188	2.1000E+0
189.60	6.191	2.1000E+0
189.70	6.195	2.1000E+0
189.80	6.198	2.1000E+0
189.90	6.201	2.1000E+0
190.00	6.204	2.1100E+0
190.10	6.208	2.1000E+0
190.20	6.211	2.1000E+0
190.30	6.215	2.1000E+0
190.40	6.218	2.1000E+0
190.50	6.221	2.1000E+0
190.60	6.224	2.1000E+0
190.70	6.228	2.1000E+0
190.80	6.231	2.1000E+0
190.90	6.234	2.1000E+0
191.00	6.238	2.1000E+0
191.10	6.241	2.1000E+0
191.20	6.244	2.1000E+0
191.30	6.248	2.1000E+0
191.40	6.251	2.1000E+0
191.50	6.254	2.1000E+0
191.60	6.257	2.0900E+0
191.70	6.261	2.0900E+0
191.80	6.264	2.1000E+0
191.90	6.268	2.1000E+0
192.00	6.271	2.1000E+0
192.10	6.274	2.0900E+0
192.20	6.277	2.1000E+0
192.30	6.281	2.0900E+0
192.40	6.284	2.0900E+0
192.50	6.288	2.1000E+0
192.60	6.291	2.1000E+0
192.70	6.294	2.1000E+0
192.80	6.297	2.0900E+0
192.90	6.301	2.0900E+0
193.00	6.304	2.0900E+0
193.10	6.307	2.0900E+0
193.20	6.311	2.0900E+0
193.30	6.314	2.0900E+0
193.40	6.317	2.0900E+0
193.50	6.320	2.0900E+0
193.60	6.324	2.0900E+0
193.70	6.327	2.0900E+0
193.80	6.330	2.0900E+0
193.90	6.334	2.0900E+0
194.00	6.337	2.0900E+0
194.10	6.340	2.0900E+0
194.20	6.343	2.1000E+0
194.30	6.347	2.0900E+0
194.40	6.350	2.0800E+0
194.50	6.353	2.0900E+0
194.60	6.356	2.0800E+0
194.70	6.360	2.0800E+0
194.80	6.363	2.0800E+0
194.90	6.366	2.0800E+0
195.00	6.369	2.0800E+0
195.10	6.372	2.0800E+0
195.20	6.376	2.0800E+0
195.30	6.379	2.0900E+0
195.40	6.382	2.0800E+0
195.50	6.385	2.0800E+0
195.60	6.389	2.0900E+0
195.70	6.392	2.0800E+0
195.80	6.395	2.0800E+0
195.90	6.398	2.0800E+0
196.00	6.401	2.0800E+0
196.10	6.405	2.0700E+0
196.20	6.408	2.0800E+0
196.30	6.411	2.0800E+0
196.40	6.414	2.0800E+0
196.50	6.417	2.0800E+0
196.60	6.420	2.0800E+0
196.70	6.424	2.0700E+0
196.80	6.427	2.0700E+0
196.90	6.430	2.0700E+0
197.00	6.433	2.0700E+0
197.10	6.437	2.0700E+0
197.20	6.440	2.0800E+0
197.30	6.443	2.0700E+0
197.40	6.447	2.0800E+0
197.50	6.450	2.0800E+0
197.60	6.453	2.0700E+0
197.70	6.456	2.0800E+0
197.80	6.460	2.0700E+0
197.90	6.463	2.0700E+0
198.00	6.466	2.0700E+0
198.10	6.470	2.0700E+0
198.20	6.473	2.0700E+0
198.30	6.476	2.0700E+0
198.40	6.480	2.0600E+0
198.50	6.483	2.0600E+0
198.60	6.486	2.0600E+0
198.70	6.489	2.0600E+0
198.80	6.493	2.0600E+0
198.90	6.496	2.0600E+0
199.00	6.500	2.0600E+0
199.10	6.503	2.0700E+0
199.20	6.506	2.0600E+0
199.30	6.509	2.0700E+0
199.40	6.513	2.0600E+0
199.50	6.516	2.0600E+0
199.60	6.520	2.0600E+0
199.70	6.523	2.0600E+0
199.80	6.526	2.0700E+0
199.90	6.529	2.0600E+0
200.00	6.533	2.0700E+0
200.10	6.536	2.0600E+0
200.20	6.539	2.0600E+0
200.30	6.543	2.0600E+0
200.40	6.546	2.0600E+0
200.50	6.549	2.0600E+0
200.60	6.553	2.0600E+0
200.70	6.556	2.0600E+0
200.80	6.559	2.0600E+0
200.90	6.563	2.0500E+0
201.00	6.566	2.0600E+0
201.10	6.569	2.0600E+0
201.20	6.573	2.0600E+0
201.30	6.576	2.0600E+0
201.40	6.579	2.0600E+0
201.50	6.583	2.0500E+0
201.60	6.586	2.0600E+0
201.70	6.589	2.0500E+0
201.80	6.593	2.0500E+0
201.90	6.596	2.0500E+0
202.00	6.599	2.0500E+0
202.10	6.603	2.0600E+0
202.20	6.606	2.0600E+0
202.30	6.609	2.0500E+0
202.40	6.612	2.0500E+0
202.50	6.615	2.0600E+0
202.60	6.619	2.0500E+0
202.70	6.622	2.0500E+0
202.80	6.625	2.0500E+0
202.90	6.628	2.0500E+0
203.00	6.632	2.0500E+0
203.10	6.635	2.0400E+0
203.20	6.638	2.0400E+0
203.30	6.641	2.0500E+0
203.40	6.645	2.0500E+0
203.50	6.648	2.0500E+0
203.60	6.651	2.0600E+0
203.70	6.655	2.0500E+0
203.80	6.658	2.0500E+0
203.90	6.661	2.0500E+0
204.00	6.664	2.0500E+0
204.10	6.668	2.0500E+0
204.20	6.671	2.0500E+0
204.30	6.674	2.0500E+0
204.40	6.678	2.0400E+0
204.50	6.681	2.0400E+0
204.60	6.684	2.0500E+0
204.70	6.688	2.0500E+0
204.80	6.691	2.0400E+0
204.90	6.694	2.0400E+0
205.00	6.697	2.0400E+0
205.10	6.701	2.0400E+0
205.20	6.704	2.0500E+0
205.30	6.707	2.0500E+0
205.40	6.711	2.0400E+0
205.50	6.714	2.0400E+0
205.60	6.717	2.0400E+0
205.70	6.720	2.0500E+0
205.80	6.724	2.0500E+0
205.90	6.727	2.0400E+0
206.00	6.730	2.0500E+0
206.10	6.733	2.0500E+0
206.20	6.736	2.0400E+0
206.30	6.740	2.0400E+0
206.40	6.743	2.0500E+0
206.50	6.746	2.0500E+0
206.60	6.749	2.0500E+0
206.70	6.753	2.0400E+0
206.80	6.756	2.0400E+0
206.90	6.759	2.0400E+0
207.00	6.762	2.0300E+0
207.10	6.765	2.0300E+0
207.20	6.769	2.0400E+0
207.30	6.772	2.0400E+0
207.40	6.775	2.0400E+0
207.50	6.779	2.0400E+0
207.60	6.782	2.0400E+0
207.70	6.785	2.0400E+0
207.80	6.788	2.0500E+0
207.90	6.792	2.0500E+0
208.00	6.795	2.0400E+0
208.10	6.798	2.0500E+0
208.20	6.802	2.0400E+0
208.30	6.805	2.0300E+0
208.40	6.808	2.0400E+0
208.50	6.812	2.0400E+0
208.60	6.815	2.0400E+0
208.70	6.816	2.0400E+0
